lon,lat
18.925105702399584,47.544144306472994
18.929190970817178,47.545604697852433
18.930000263056641,47.545996105419484
18.930986882733187,47.545998712772253
18.931700414563363,47.546049283263116
18.932202393144127,47.546134598117312
18.933231952291262,47.546369258727147
18.934450876300286,47.547016783162412
18.9361560583726,47.548196058682812
18.93623564910677,47.54824359537816
18.940765853084589,47.550681915364088
18.940898713915107,47.550823790990648
18.940664073962896,47.551111482054338
18.940708810064042,47.551224072205045
18.940470846345278,47.551633869208743
18.940601102061478,47.551819577315108
18.94074132907733,47.551955568828028
18.940900600377205,47.552056516379146
18.940495999173237,47.552790487141309
18.94016479032798,47.552890463033982
18.939996446043736,47.552997774725945
18.939748421193791,47.552844870655399
18.939392957835867,47.552864817325911
18.938998687257666,47.553001412406559
18.938862592492121,47.552998077866008
18.938391156631017,47.553168017908462
18.937575755847622,47.553906580752603
18.937331593753395,47.554058087309258
18.936492207951915,47.554382197103671
18.935354850970693,47.554750076873027
18.934678958550919,47.555217076755859
18.934496600548243,47.555289463487028
18.933562262821226,47.555946092659198
18.938114924681148,47.557189064119399
18.937185976845839,47.558967960025619
18.936669176062889,47.560234380226447
18.93246038929373,47.566919269429292
18.931914932253211,47.567705096877326
18.930193311011198,47.570482097836276
18.930179926113464,47.570503795417601
18.929377191575572,47.57179848230912
18.928843232970692,47.572440662283945
18.929244779902696,47.572553085393693
18.936949180936946,47.574708713963375
18.937648429554105,47.574904279124951
18.937702148808093,47.574926217284677
18.939461319628986,47.575642474970451
18.939486831783054,47.575669079158082
18.939936079256643,47.575926575482917
18.942590511089687,47.578905962516806
18.948500796838495,47.578128059794992
18.949628721509235,47.577979713397283
18.953567115377876,47.577925295373149
18.95958501929772,47.577863908380493
18.96518179301237,47.576902795636052
18.969026402765341,47.576242611251303
18.977211492308129,47.57390778004099
18.976837972812991,47.574839979659075
18.977511978770664,47.575753982181304
18.978420984006664,47.576493984072869
18.979313999230609,47.577221976711478
18.980790919389229,47.578452687271756
18.982287871978688,47.579860797007804
18.983491165301761,47.581037091346921
18.982985144302223,47.581632499991315
18.985089088529158,47.583111660629953
18.977786503921489,47.58573406710817
18.982166779078387,47.5884901183449
18.983023412533324,47.589029096978273
18.984204517468886,47.588511808464524
18.993827989444597,47.583755580230225
18.996938765441975,47.585954978253028
18.997131364238893,47.585789991767541
18.997863850521561,47.585155912902579
18.997997430004311,47.585052363125669
18.998271505997497,47.584806302828227
18.998487101665688,47.584620893418403
18.999755073689222,47.583544778779014
19.001687260033833,47.583436499577701
19.004848790844761,47.584236681828727
19.009327072199152,47.585449777450023
19.010374328157383,47.585565505097371
19.011138075811939,47.585872394190339
19.012966327078178,47.586451267553919
19.013687314925217,47.586676962206127
19.014245168716648,47.586717617434665
19.015017719860996,47.586949066867398
19.015867346456716,47.586659694327516
19.016794407829927,47.587163308152682
19.019850027268859,47.587643772552504
19.026021183776177,47.588153193293174
19.032020762064221,47.587429593821994
19.032321158695233,47.587244375469162
19.034466874582883,47.586937615597542
19.034561287519242,47.587337015021639
19.034140786134746,47.58827479192108
19.033385482643858,47.590856590677582
19.032415571631596,47.591556999920854
19.032844696842819,47.592251583862506
19.031399397382199,47.595832073866077
19.031081932760795,47.5966085625424
19.030504765190745,47.598019818472679
19.030289618680197,47.598545978152572
19.029649389377205,47.600240786951517
19.029117496897481,47.600486471822649
19.028875311096879,47.600581268561363
19.028230410554411,47.601148107073371
19.02704256825422,47.602594492667635
19.026609220961163,47.603045196636195
19.025523427277246,47.604174392604982
19.025274504112016,47.604614301810557
19.029175078907194,47.606061378936843
19.031002162363563,47.606630399010605
19.03107645303756,47.606659591784123
19.031150384385441,47.606688663409614
19.031535312484685,47.606772486505967
19.031956083363767,47.606867574682418
19.032630089321444,47.606986888901325
19.033205190766338,47.607004271203905
19.033574308516581,47.606830690180992
19.034209776748568,47.606841168046927
19.034269514714961,47.606842197663703
19.03516908764048,47.608004500941121
19.035709244620818,47.608355772968068
19.036434005392046,47.608424694685468
19.036698020254047,47.608638969181087
19.037256413034658,47.608925494841188
19.037875531928474,47.609516104608069
19.038320647151757,47.609602890735538
19.039374101485443,47.609792390439374
19.040267745530084,47.609836358633018
19.040756698539226,47.609809892934109
19.041087727721429,47.609859069462367
19.041404473690609,47.609814980163314
19.04172274679577,47.609842112044049
19.041877346856168,47.609886201320229
19.042306292404334,47.609891773039294
19.044069505644007,47.609896496887615
19.045804062626111,47.610081695630015
19.046277205286255,47.610094292512152
19.053726664442873,47.609030390336073
19.056262249163833,47.609245873608437
19.056374358911292,47.609255381984198
19.058723363547731,47.609330661611615
19.058840054703143,47.609338413650761
19.060963222877159,47.60948321910832
19.064713689188359,47.608937001863026
19.07208652205124,47.607536699840992
19.074215080116961,47.607634996561274
19.074695768625492,47.607536699840992
19.075268714113708,47.606865273187196
19.076146278314759,47.605817961221391
19.073203217780929,47.601307593656166
19.071818105444343,47.597535814739601
19.071566307670203,47.594358361415566
19.071245609113777,47.59031090594803
19.071281092567496,47.589495609524633
19.072839220427802,47.589322273335426
19.074573058757679,47.589129488405938
19.076668019831779,47.59187057860111
19.081783476217197,47.597340394691983
19.082429364906474,47.598029086585576
19.088545454686876,47.604549190878181
19.092007651623401,47.607119284969826
19.092490585920146,47.607549418465858
19.099282568120316,47.613146766749601
19.103768485154621,47.611866062208726
19.10500088389291,47.611427606880341
19.109062526618523,47.61035470814587
19.107259967169412,47.60724725944214
19.107837763560156,47.60665317179798
19.108633311575776,47.605835283345563
19.116400954006028,47.603890808804358
19.117757499916571,47.603445866235894
19.118314994381898,47.603259977728392
19.122452005759854,47.6005515878118
19.123463059612131,47.599847967397359
19.123743154317722,47.599665882267431
19.124039688193008,47.59947301429299
19.127430648727501,47.598323363460587
19.127971254865486,47.597952397445084
19.130226295723208,47.598313671370846
19.131327630261538,47.598326876842677
19.135825674552184,47.599078068860365
19.138108114026078,47.599843363789105
19.140363424378382,47.596401992721333
19.138113683580833,47.595647369878002
19.153836177346552,47.584990499761552
19.152156417596775,47.583849377211273
19.149555255860086,47.581634984381196
19.145354014939311,47.578144906295613
19.151554007367249,47.573947475526182
19.157765947388462,47.576229582009951
19.167136274117116,47.569471998807032
19.174391876835418,47.564288464869946
19.172926185617847,47.563798511947233
19.162954885964123,47.560666414617913
19.161123221099803,47.559524761917302
19.171751279057748,47.552998199122037
19.18078096463066,47.548234560984021
19.177362605480006,47.546132415222992
19.184207228955824,47.542238290205923
19.1852900581993,47.5417019832405
19.186635015842683,47.541012792839943
19.189049956820984,47.539695088938103
19.190304723609842,47.538990165305471
19.190458515186481,47.538971972037388
19.191446302672897,47.539424679315516
19.194351274638684,47.537888005732199
19.194932484627511,47.537571617249895
19.195124813929841,47.537687814583485
19.19579810123529,47.538082616752384
19.19595755219822,47.538178011669224
19.196822360322244,47.538731517084514
19.197692019348793,47.539280468365718
19.198533201780844,47.539810614489802
19.198708013935132,47.539724682909451
19.199811324767094,47.539182710339013
19.200282580965144,47.538958569659201
19.201369901785039,47.538426413638923
19.201464494384457,47.538381111902602
19.202585322364452,47.537867689488699
19.203377726276575,47.537487683316378
19.203471151066122,47.537442865937038
19.203499807323684,47.537429159937865
19.205145431092664,47.538012510777861
19.207464431998623,47.539132860952499
19.208098462926152,47.539456517255609
19.208822325382091,47.539905763690044
19.209430844155559,47.540318560037107
19.210479267923652,47.540012374252285
19.214405175209837,47.536964791291524
19.221148199227031,47.532742165248294
19.230565687508093,47.53445687480756
19.230766011816456,47.534488473166554
19.232388908208748,47.534775708048009
19.232517996115071,47.534798572750319
19.234342384625592,47.53513741797898
19.235562745939063,47.535277212983004
19.244886899262109,47.536917790187196
19.245624595773432,47.53626359108727
19.250966876768093,47.530031703526333
19.257636059268926,47.522075160444594
19.258244847536968,47.520870909950872
19.258807013241768,47.520490477282415
